tss_dist	in_promoter_1kb	in_promoter_750bp	in_promoter_500bp	in_promoter_250bp	n_in_tss_dist	K562_ref_dist	HepG2_ref_dist	SKNSH_ref_dist	avgKHS_ref_dist	K562_alt_dist	HepG2_alt_dist	SKNSH_alt_dist	avgKHS_alt_dist	K562_skew_dist	HepG2_skew_dist	SKNSH_skew_dist	avgKHS_skew_dist	K562_activity_dist	HepG2_activity_dist	SKNSH_activity_dist	avgKHS_activity_dist	K562_abs_skew_dist	HepG2_abs_skew_dist	SKNSH_abs_skew_dist	avgKHS_abs_skew_dist	phyloP_mam241_dist
-250	TRUE	TRUE	TRUE	TRUE	51378	1.6384898854702346	1.39770250847041	1.4899287365198344	1.5087070434868264	1.6231117469368592	1.386629278438586	1.4773844994244607	1.4957085082666357	-0.01537813917933764	-0.01107322972916048	-0.012544237205683428	-0.012998535371393848	1.6858445147265504	1.4389376184873206	1.5375468764640143	1.5541096698926289	0.11008739748723977	0.09354345078005225	0.10778051644153032	0.1038037882362741	0.29529948571916875
-249	TRUE	TRUE	TRUE	TRUE	51375	1.648264098762073	1.4051270812950276	1.4982232462385932	1.5172048087652312	1.6313659023434557	1.3939135690645343	1.4855687809480094	1.5036160841186663	-0.016898196899679318	-0.011213511939356068	-0.012654464319392858	-0.013588724386142748	1.6953901121057762	1.4471466656650962	1.546894173506488	1.563143650425787	0.11115022192911338	0.09525267945300891	0.10999631960662136	0.10546640699624787	0.3089785112691975
-248	TRUE	TRUE	TRUE	TRUE	51369	1.6563714662257136	1.4116192163141186	1.5056365326994028	1.5245424050797447	1.6399292422646294	1.40007512503237	1.4918106388676644	1.510605002054888	-0.016442222841046097	-0.011544091085897197	-0.013825895347931024	-0.013937403091624771	1.7035987000477424	1.452792020894649	1.5532578266574293	1.56988284919994	0.11089669168160755	0.093889700304226	0.10906848194123402	0.10461829130902252	0.3054062369383952
-247	TRUE	TRUE	TRUE	TRUE	51366	1.6647237993659665	1.4181311827082168	1.5126321862300982	1.5318290561014274	1.6470463463432858	1.4053662993359366	1.4972442738348632	1.5165523065046953	-0.017677452129295654	-0.01276488226170066	-0.015387909811615945	-0.015276748067537418	1.7113313532428491	1.4588104959023611	1.5596897695153646	1.576610539553525	0.11089256097674836	0.09412350953043888	0.10950307892723764	0.10483971647814162	0.29551512727307705
-246	TRUE	TRUE	TRUE	TRUE	51360	1.6737047798668716	1.4250358944683656	1.519953900997676	1.5395648584443042	1.654442585144463	1.411969079009317	1.5038256340208662	1.523412432724882	-0.019262196785124884	-0.013066814530805233	-0.01612826730725001	-0.01615242620772671	1.719524654660193	1.4653295848666252	1.5662626308453662	1.5837056234573943	0.11090194560640045	0.09365419588059594	0.10874572601515664	0.104433955834051	0.29333563145382274
-245	TRUE	TRUE	TRUE	TRUE	51366	1.6810761128714065	1.4310095565005438	1.5267893167862605	1.546291662052737	1.6621614241419027	1.417652045382126	1.5109908130733172	1.5302680941991151	-0.018914687475419644	-0.013357511552652952	-0.015798503118863244	-0.01602356738231195	1.7280974213588292	1.4715630442910268	1.5734229304987684	1.591027798716208	0.11295730433818806	0.09446448622202716	0.10906573122028412	0.10549584059349978	0.29567287629487227
-244	TRUE	TRUE	TRUE	TRUE	51345	1.689501830358679	1.4373442132326812	1.5338343174949027	1.5535601203620877	1.672121074160504	1.4259008728076146	1.5200141913751823	1.539345379447767	-0.017380755219861883	-0.011443339904982558	-0.01382012786647349	-0.014214740997105978	1.73691384334743	1.4787392787130336	1.581847463679962	1.5991668619134751	0.11220478156004858	0.09423347095550312	0.1098464180385426	0.10542822351803144	0.28097324026573045
-243	TRUE	TRUE	TRUE	TRUE	51333	1.6993271748175462	1.4447548022484098	1.5418801310893664	1.5619873693851076	1.681275444301225	1.4327101179653028	1.5273011219526789	1.547095561406402	-0.018051732913211417	-0.012044684842116233	-0.014579009907599506	-0.014891809220975718	1.74628295011807	1.4859053889874614	1.58969573724754	1.6072946921176905	0.1119632821215339	0.0943458571284859	0.1102102206468515	0.1055064532989571	0.3003217820090109
-242	TRUE	TRUE	TRUE	TRUE	51333	1.7080687958720755	1.4515741057794336	1.549641966777717	1.5697616228097422	1.6918201054751694	1.4409818722349144	1.5361544199717498	1.556318799227278	-0.016248691079265805	-0.010592231077307532	-0.013487546861799848	-0.013442823006124396	1.7561388818446977	1.493845607752405	1.5982475448956677	1.6160773448309234	0.11238886356311338	0.09513523846771216	0.11069870430658645	0.10607426877913734	0.2818184213631414
-241	TRUE	TRUE	TRUE	TRUE	51330	1.7180185190341155	1.45909788602703	1.558144965461532	1.5784204568408926	1.7004194770993162	1.4463069240624669	1.5426659277551502	1.5631307763056443	-0.017599041986385608	-0.012790961719131444	-0.015479036628353768	-0.015289680111290274	1.76566383172924	1.5000883417748183	1.6060012869716749	1.6239178201585778	0.11288966734869584	0.09477187213816608	0.11119167928859768	0.10628440625848654	0.30063576832354344
