tss_dist	in_promoter_1kb	in_promoter_750bp	in_promoter_500bp	in_promoter_250bp	n_in_tss_dist	K562_ref_dist	HepG2_ref_dist	SKNSH_ref_dist	avgKHS_ref_dist	K562_alt_dist	HepG2_alt_dist	SKNSH_alt_dist	avgKHS_alt_dist	K562_skew_dist	HepG2_skew_dist	SKNSH_skew_dist	avgKHS_skew_dist	K562_activity_dist	HepG2_activity_dist	SKNSH_activity_dist	avgKHS_activity_dist	K562_abs_skew_dist	HepG2_abs_skew_dist	SKNSH_abs_skew_dist	avgKHS_abs_skew_dist	phyloP_mam241_dist
-1000	TRUE	FALSE	FALSE	FALSE	52830	0.5096033815055331	0.4597655778114262	0.4235645659094324	0.4643111750754639	0.5076674829017701	0.4594722633655165	0.42348497054462947	0.46354157227063875	-0.0019358987180298143	-2.9331461412743324e-4	-7.959563615016834e-5	-7.696029894358054e-4	0.5438974116177291	0.49242693119153413	0.45963278214542164	0.49865237498489495	0.07052395798956952	0.06561602115040757	0.07221602755703309	0.06945200223233673	0.15016320317260146
-999	TRUE	FALSE	FALSE	FALSE	52824	0.5097085543329817	0.46016583734381694	0.4238568235511869	0.46457707174266183	0.5092002457986655	0.4611741730894523	0.42478274743992506	0.46505238877601424	-5.083087057849946e-4	0.0010083357348843346	9.259241253553823e-4	4.7531705148490743e-4	0.5446075916593136	0.49358914307893226	0.46073063039983453	0.4996424550460268	0.0703063828773075	0.06583827523005524	0.07282169041727057	0.06965544950821109	0.14919445721670793
-998	TRUE	FALSE	FALSE	FALSE	52824	0.5099401960511921	0.46007883978143704	0.423782490682659	0.4646005088384294	0.5079231305200914	0.45987320674483934	0.4239801117124472	0.4639254829924593	-0.0020170656263413713	-2.0563208834839468e-4	1.9762035037913827e-4	-6.750257881035426e-4	0.5433338497810416	0.492203215026875	0.45933313596174624	0.4982900669232209	0.06880437266697043	0.06445438375256068	0.07090366970844364	0.06805414204265825	0.13803998207024207
-997	TRUE	FALSE	FALSE	FALSE	52833	0.5101036236938843	0.4603927592688777	0.42414809855402014	0.46488149383892735	0.5080276188178808	0.46054709816769895	0.42388457835291726	0.4641530984461657	-0.002076005584816743	1.5433861191510047e-4	-2.635203774034051e-4	-7.283957834350158e-4	0.5435384292294554	0.4927933217552189	0.4596043025934346	0.498645351192703	0.06894561618076324	0.06464678599386674	0.07117592847260396	0.06825611021574464	0.15690273157859846
-996	TRUE	FALSE	FALSE	FALSE	52830	0.5104042991225182	0.4606143390269671	0.4244497191084526	0.4651561190859793	0.5097726777419302	0.4611081878107976	0.4244778618790318	0.4651195758105865	-6.316214289124745e-4	4.938489958214405e-4	2.814343439310049e-5	-3.65429995659778e-5	0.5442820970891702	0.4932412535601742	0.46020060870830004	0.4992413197858815	0.06838721803144344	0.06475998090882681	0.07147363614148623	0.06820694502725216	0.15367058514889614
-995	TRUE	FALSE	FALSE	FALSE	52836	0.5102265252990483	0.46048488914355024	0.42456748941429245	0.465092967952297	0.5095361643602133	0.4607010107725711	0.42473692940607666	0.46499136817962033	-6.903614183412611e-4	2.161213689858297e-4	1.694398706484177e-4	-1.0160005956900448e-4	0.5443883574567865	0.4931644501464962	0.460287604918791	0.4992801375073579	0.06901402554079872	0.06514299993863643	0.07127079169859694	0.06847593905934403	0.1527057122079562
-994	TRUE	FALSE	FALSE	FALSE	52833	0.5106746428088536	0.4606794081178497	0.4245706960023404	0.46530824897634787	0.5105939378741813	0.46228652900149325	0.4263087197512568	0.46639639554231044	-8.07055732694741e-5	0.0016071204875289392	0.0017380240908757994	0.0010881463350450881	0.5454801303223088	0.494207060232085	0.4613682337210455	0.5003518080918131	0.0696916797518431	0.06544818364820318	0.07185705172042911	0.06899897170682513	0.1375964456236068
-993	TRUE	FALSE	FALSE	FALSE	52833	0.5106457574514296	0.4606889126815756	0.4246361224236018	0.465323597518869	0.5093779144614137	0.4606530863420511	0.42522643005599975	0.46508581028648815	-0.001267843128451231	-3.582615214106525e-5	5.903074477717374e-4	-2.3778727760685305e-4	0.5446733681978807	0.4931414411535241	0.4606017425670115	0.4994721839728054	0.06932306460355803	0.06494088311737727	0.07134093292960969	0.06853496021684832	0.1563737439154149
-992	TRUE	FALSE	FALSE	FALSE	52842	0.5115397816177983	0.46153814774942903	0.4253925858035299	0.4661568383902524	0.5114488294991767	0.46291044226586586	0.42788291382661636	0.46741406186388634	-9.095241867712425e-5	0.001372295134458783	0.0024903281991865618	0.00125722363832274	0.5468228404068334	0.4955642284996684	0.4630601150258841	0.501815727977462	0.07065707020450837	0.06667986675823173	0.07284473003654876	0.07006055566642962	0.15268229828488833
-991	TRUE	FALSE	FALSE	FALSE	52845	0.5113279783632325	0.4617583567602615	0.42547868350556217	0.4661883395430187	0.5099856829680538	0.46154125945463154	0.42565632311918083	0.46572775518062204	-0.0013422961584598986	-2.170971019181285e-4	1.7764015283600347e-4	-4.605843691806746e-4	0.5456345847010141	0.49430890015871765	0.461283110786127	0.5004088652152863	0.06995550824063938	0.06531818403410208	0.07143121563617813	0.06890163597030653	0.15795248441929233
