chrom	id	strand	n_in_prom	K562_ref_prom	HepG2_ref_prom	SKNSH_ref_prom	avgKHS_ref_prom	K562_alt_prom	HepG2_alt_prom	SKNSH_alt_prom	avgKHS_alt_prom	K562_skew_prom	HepG2_skew_prom	SKNSH_skew_prom	avgKHS_skew_prom	K562_activity_prom	HepG2_activity_prom	SKNSH_activity_prom	avgKHS_activity_prom	K562_abs_skew_prom	HepG2_abs_skew_prom	SKNSH_abs_skew_prom	avgKHS_abs_skew_prom	K562_emVar_prom	HepG2_emVar_prom	SKNSH_emVar_prom	avgKHS_emVar_prom	anyKHS_emVar_prom	K562_emVar_pos_prom	HepG2_emVar_pos_prom	SKNSH_emVar_pos_prom	avgKHS_emVar_pos_prom	anyKHS_emVar_pos_prom	K562_emVar_neg_prom	HepG2_emVar_neg_prom	SKNSH_emVar_neg_prom	avgKHS_emVar_neg_prom	anyKHS_emVar_neg_prom	phyloP_mam241_prom	phyloP_mam241_pos_prom	phyloP_mam241_neg_prom	phyloP_mam241_cons_prom	flag_correlation_mam241_vs_K562_n_abs	correlation_mam241_vs_K562_rho_est_abs	correlation_mam241_vs_K562_rho_pval_abs	flag_correlation_mam241_vs_HepG2_n_abs	correlation_mam241_vs_HepG2_rho_est_abs	correlation_mam241_vs_HepG2_rho_pval_abs	flag_correlation_mam241_vs_SKNSH_n_abs	correlation_mam241_vs_SKNSH_rho_est_abs	correlation_mam241_vs_SKNSH_rho_pval_abs	flag_correlation_mam241_vs_avgKHS_n_abs	correlation_mam241_vs_avgKHS_rho_est_abs	correlation_mam241_vs_avgKHS_rho_pval_abs	flag_correlation_mam241_vs_K562_n_pos	correlation_mam241_vs_K562_rho_est_pos	correlation_mam241_vs_K562_rho_pval_pos	flag_correlation_mam241_vs_HepG2_n_pos	correlation_mam241_vs_HepG2_rho_est_pos	correlation_mam241_vs_HepG2_rho_pval_pos	flag_correlation_mam241_vs_SKNSH_n_pos	correlation_mam241_vs_SKNSH_rho_est_pos	correlation_mam241_vs_SKNSH_rho_pval_pos	flag_correlation_mam241_vs_avgKHS_n_pos	correlation_mam241_vs_avgKHS_rho_est_pos	correlation_mam241_vs_avgKHS_rho_pval_pos	flag_correlation_mam241_vs_K562_n_neg	correlation_mam241_vs_K562_rho_est_neg	correlation_mam241_vs_K562_rho_pval_neg	flag_correlation_mam241_vs_HepG2_n_neg	correlation_mam241_vs_HepG2_rho_est_neg	correlation_mam241_vs_HepG2_rho_pval_neg	flag_correlation_mam241_vs_SKNSH_n_neg	correlation_mam241_vs_SKNSH_rho_est_neg	correlation_mam241_vs_SKNSH_rho_pval_neg	flag_correlation_mam241_vs_avgKHS_n_neg	correlation_mam241_vs_avgKHS_rho_est_neg	correlation_mam241_vs_avgKHS_rho_pval_neg	K562_activity_mingap_prom_alt	HepG2_activity_mingap_prom_alt	SKNSH_activity_mingap_prom_alt	K562_abs_skew_mingap_prom_alt	HepG2_abs_skew_mingap_prom_alt	SKNSH_abs_skew_mingap_prom_alt	analysis_version	seqnames	start	end	width	ensembl_gene	ensembl_tx	gene_name	loeuf	moeuf	s_het	alphmis	TPM_K562	TPM_HepG2	TPM_SKNSH	logTPM_K562	logTPM_HepG2	logTPM_SKNSH	logTPM_max	tau_tissue	tau_celltype	median_nTPM_tissue	log_median_nTPM_tissue	median_nCPM_celltype	log_median_nCPM_celltype	eds	mean_n_enhancers_when_active	mean_abc_score_when_active	mean_frac_distal_count	mean_frac_distal_score	DNase_K562_1kb	DNase_K562_250bp	H3K4me3_K562_1kb	H3K4me3_K562_250bp	H3K27ac_K562_1kb	H3K27ac_K562_250bp	DNase_HepG2_1kb	DNase_HepG2_250bp	H3K4me3_HepG2_1kb	H3K4me3_HepG2_250bp	H3K27ac_HepG2_1kb	H3K27ac_HepG2_250bp	DNase_SKNSH_1kb	DNase_SKNSH_250bp	H3K4me3_SKNSH_1kb	H3K4me3_SKNSH_250bp	H3K27ac_SKNSH_1kb	H3K27ac_SKNSH_250bp	correlation_mam241_vs_avgKHS_rho_padj_abs	correlation_mam241_vs_avgKHS_rho_padj_pos	correlation_mam241_vs_avgKHS_rho_padj_neg	sig_pos_0.999_neg_0.001
chr13	ENSG00000184564.11_ENST00000647374.2_SLITRK6	-	250	1.42274059976	0.5029174304	0.70604220904	0.8772334130666667	1.371435869853333	0.50621674424	0.6881689971986666	0.8552738704306667	-0.05130472545282133	0.0032993167366933336	-0.017873211407853334	-0.02195954004132711	1.4861405403333334	0.5508354648533333	0.7578454904133334	0.9316071652	0.17810460332978134	0.09253675693565332	0.12147977224481334	0.13070704417008266	93	17	29	31	99	25	17	15	18	31	68	0	14	12	68	2.449823985548224	2.6020239856480623	-0.15220000009983778	0.396	250	0.7115560970679106	6.894450116714487e-40	250	0.698998406546186	5.552128140470975e-38	250	0.6085287829157716	1.0210450161788124e-26	250	0.7169839816489155	9.609930126358422e-41	111	0.5971995106041658	4.568710946605706e-12	128	0.6346431644081381	8.715669529259269e-16	116	0.5593474851018458	6.733080817475928e-11	117	0.5703539337713255	1.9091726195659483e-11	139	-0.6489098962163424	5.695996955544992e-18	122	-0.6555023957918125	2.5540335913526616e-16	134	-0.5201459811547176	1.1857545258686294e-10	133	-0.6500391661702704	2.5370450998459102e-17	0.72829504992	-0.93530507548	-0.72829504992	0.056624831084968005	-0.08556784639412801	-0.056624831084968005	promoter_250bp	chr13	85799420	85800419	1000	ENSG00000184564	ENST00000647374	SLITRK6	0.812	0.994	0.00362369	NA	0	0	10.6	0	0	3.5360529002402097	3.5360529002402097	0.938473282442748	0.935354533970451	0.8	0.84799690655495	0.2	0.2630344058337938	0.559322217	6.088888888888889	0.17496373333333334	0.8259949527596586	0.3845729433557516	0.00855566333591938	0.020200086273252964	0.06378612178564072	0.2551444871425629	0.020381200313568115	0.08152480125427246	0.0343871363568306	0.07354571717977523	0	0	0.2215023446083069	0	0.02271951464116573	0.10196698889136314	2.2775012575984	7.057572039604187	1.6398424357414243	1.407669525384903	3.32599681673265e-36	6.390382592211142e-7	8.714109250016195e-15	both
chr7	ENSG00000105967.16_ENST00000265440.12_TFEC	-	200	2.4420685795	0.7233703068	1.3223013085	1.4959133982666666	2.3123887099	0.6996175511166667	1.262879707333333	1.42496198945	-0.129679863038025	-0.023752756047383333	-0.05942159864491667	-0.07095140591010833	2.5125917073333333	0.76746073565	1.38184709595	1.5539665129777778	0.27072613078484165	0.11193361172815	0.17851317893931667	0.1870576404841028	94	32	69	64	110	17	10	15	13	21	77	22	54	50	89	2.8563499984436205	2.935174998695729	-0.07882500025210902	0.45	200	0.6691725626708525	2.4720420216623212e-27	200	0.6229580107018098	6.890390213019456e-23	200	0.6726206475698476	1.0693602540512484e-27	200	0.7057518540933452	1.8389699506492704e-31	96	0.4751552010500657	9.996845772510455e-7	95	0.3444755977393896	6.300470538339306e-4	97	0.5156985710177031	6.457286291763667e-8	94	0.5110453648960078	1.416773511207028e-7	104	-0.6603618534663559	2.4195144890983472e-14	105	-0.6864471143001585	6.345062992698313e-16	103	-0.7045387296618968	1.0070368570884215e-16	106	-0.7059956680626194	2.862807050338757e-17	1.1307446113833333	-1.7451309716833334	-1.1307446113833333	0.09221295184552496	-0.15879251905669164	-0.09221295184552496	promoter_250bp	chr7	116030764	116031763	1000	ENSG00000105967	ENST00000265440	TFEC	0.906	1.05	0.00405618	0.303480198	0	0	0	0	0	0	0	0.8386407766990291	0.944934502866016	1.3	1.2016338611696504	0.5	0.5849625007211562	0.729924148	4.53030303030303	0.19987160606060608	0.8605339105339105	0.7112818849896917	0.017943075749874113	0.04299452465027571	0.06101004008948803	0	0.20013792234659197	0.8005516893863678	0.013743319838047028	0.027319138512015343	0.15345305255055428	0.036616000175476074	0.220597664475441	0	0.011290871810913088	0.015444280292838812	0.04125399887561798	0.16501599550247192	0.4644703717947007	0.39333919847011567	4.546196427997947e-28	1.7563793691526534e-4	9.543812837227362e-15	both
chr17	ENSG00000184451.5_ENST00000332438.4_CCR10	-	250	1.33451482212	1.168289677436	1.23250801872	1.2451041727586667	1.29554586724	1.1301903737986667	1.1983084618666666	1.2080149009684444	-0.038968960286784	-0.038099307932466665	-0.03419956415044	-0.037089277456563555	1.4010396411466666	1.219653336716	1.2919919735466667	1.3042283171364444	0.17201859437346934	0.14082662572006666	0.15316746560537334	0.15533756189963643	98	64	69	78	102	33	15	20	25	34	65	49	49	53	68	1.1090400054305791	1.33871600612998	-0.2296760006994009	0.196	241	0.6539567352651227	6.848512210199131e-32	241	0.6387363246401229	4.6324203850761386e-30	241	0.6507872114789119	1.680262469443521e-31	241	0.6645803436122955	3.121227376254134e-33	117	0.6266012142590655	9.043209656630592e-15	131	0.5093631686426848	1.7719186506999682e-10	117	0.5314492162600278	2.541666622691448e-10	124	0.5360483744096335	4.9490307401276816e-11	124	-0.5984990601813809	1.0766125693416113e-13	110	-0.681087697522342	1.41928801508476e-16	124	-0.61440948270969	1.5575490623027726e-14	117	-0.6716198425620444	4.6238821692499103e-17	0.10904766759999984	-0.1813863044306665	-0.10904766759999984	0.018851128768096	-0.03119196865340268	-0.018851128768096	promoter_250bp	chr17	42681844	42682843	1000	ENSG00000184451	ENST00000332438	CCR10	1.648	1.044	0.00833485	0.381247204	4.4	0.8	2.1	2.4329594072761065	0.84799690655495	1.632268215499513	2.4329594072761065	0.8585714285714287	0.967909417288042	2.6	1.84799690655495	1.05	1.0356239097307212	0.597174466	3.1176470588235294	0.1497782823529412	0.965686274509804	0.9301566905906912	0.10030740895271302	0.0415586249679327	0.8260534615814685	0	1.0352469002008438	0.6308027248382568	0.2884607250165939	0.046673291489481926	17.05910690510273	2.9674372000694276	3.1047608917355536	0.5773604004383087	1.3011314164352417	0.10643594026565552	21.32528957374394	0.21843175846338272	5.4384398239135745	1.3191956031322478	1.0802567949215558e-29	8.282697846677687e-7	1.469443825076392e-14	both
chr17	ENSG00000007312.14_ENST00000006750.8_CD79B	-	245	0.9793496874514286	1.0863172049959184	0.9390111348865308	1.001559342444626	0.931360300245796	1.0401125818054422	0.9018554123423128	0.9577760981311836	-0.04798938767158272	-0.046204624235619045	-0.03715571659078912	-0.043783242832663626	1.046668845103483	1.13608898185034	0.994544728664762	1.0591008518728615	0.1826277010125079	0.14574817490737416	0.14822290376330613	0.15886625989439607	82	59	53	62	96	24	16	17	19	27	58	43	36	43	69	1.9760326660238203	2.2186326661603335	-0.2426000001365129	0.3224489795918367	244	0.6337396832696893	6.402696373029676e-29	244	0.6251887923700412	5.662388489834519e-28	244	0.5964787949337234	5.333697942339635e-25	244	0.6408157582029894	1.0006117251535401e-29	118	0.486965089852423	2.249609073783921e-8	112	0.4771014463248777	9.160807411530794e-8	119	0.4866314898561982	1.7467066405380553e-8	123	0.5281169769975428	2.910420404357714e-10	126	-0.6586430102899642	3.88792866027914e-17	132	-0.6176991938083516	3.0399699221481858e-15	125	-0.619793571655427	1.2924665774947667e-14	121	-0.6414435893121085	2.2553718009869986e-15	-0.08942013674685723	0.08942013674685723	-0.14154425318557817	0.03440479724920176	-0.03687952610513373	-0.03440479724920176	promoter_250bp	chr17	63932332	63933331	1000	ENSG00000007312	ENST00000006750	CD79B	0.421	0.785	0.3297396	0.425487712	0.4	0.2	0	0.48542682717024166	0.2630344058337938	0	0.48542682717024166	0.9439030303030304	0.9951156089676012	3.1	2.035623909730721	0	0	0.660843643	4	0.12053535087719298	0.9916457811194652	0.98257399552348	0.04031716237783432	0.026351496241986752	0.7094010186344385	0.026628799676895146	0.7415669453144074	0.26903184413909914	0.09797017514705658	0.05195846198499203	0.2572198458313942	0	0.15009454011917114	0	0.22461033992767335	0.2593942790031433	0.2775144308656454	0.4662950411438942	0.07994550836086273	0.2484910823702812	1.6491034194078105e-26	2.435439794366535e-6	3.687099169267399e-13	both
chr17	ENSG00000011028.14_ENST00000303375.10_MRC2	+	250	2.6658549952	1.914138538	2.5068419384	2.3622784905333334	2.6221766918666667	1.8991926185333337	2.4845104362666666	2.3352932488888887	-0.043678300149562664	-0.014945921176516	-0.02233150817665333	-0.026985243167577333	2.7606831953333333	1.9786395908	2.5778488917333333	2.4390572259555556	0.233334695554896	0.14394801565112933	0.16434540815014667	0.18054270645205733	104	35	46	59	113	39	15	15	19	44	65	20	31	40	69	1.8643760031606071	2.041180003463756	-0.17680400030314922	0.376	250	0.6339232952059248	1.6724652865028354e-29	250	0.6156457863961462	1.7938709029973886e-27	250	0.5930837983580366	3.8390347950861887e-25	250	0.6451009533496233	8.186919260531348e-31	118	0.41144537307512585	3.682177626835533e-6	123	0.46435775064551976	6.300236311710236e-8	112	0.5256620781414797	2.6604844879278433e-9	118	0.4817505153487037	3.332171408366869e-8	132	-0.6712102395789006	1.2884224794493345e-18	127	-0.6475903071650468	1.9066421241367407e-16	138	-0.5389937656302785	9.111305275792818e-12	132	-0.6765378328135944	5.437767448624975e-19	0.18283430359999997	-0.7820436045333332	-0.18283430359999997	0.06898928740474933	-0.08938667990376667	-0.06898928740474933	promoter_250bp	chr17	62626670	62627669	1000	ENSG00000011028	ENST00000303375	MRC2	0.514	0.895	0.0438052	0.443298405	8.7	0	153.8	3.277984747299765	0	7.274261661257048	7.274261661257048	0.7548344370860928	0.9250438386736808	10.3	3.4982508675278257	3.85	2.277984747299765	0.478594165	3.315315315315315	0.1140795045045045	0.8631274131274131	0.689091135755935	0.2625823135185242	0.43289864182472226	1.942529539257288	4.85328844165802	0.3969644013643265	0.19133128404617308	0.1515952156829834	0.1299706886410713	5.82202508854866	12.259123979568482	0.16871369737386704	0	2.130399626712799	4.5658684778213505	52.7637837562561	50.742403366088865	18.596209311676027	19.36347981262207	1.666760444747e-27	6.97090258630349e-5	3.773588659653952e-16	both
chr1	ENSG00000142875.21_ENST00000370685.7_PRKACB	+	250	0.93744580452	0.96485431784	0.88146175892	0.9279206270933332	0.89970267984	0.920478458876	0.8354750894418667	0.8852187427192889	-0.037743132693346663	-0.044375853911388534	-0.045986664614784	-0.042701883739839734	0.9673528295733334	0.9916947967866668	0.9119754760666666	0.9570077008088888	0.09755717670182666	0.09805681353622211	0.10701410103948268	0.10087603042584382	50	49	50	47	60	9	6	6	6	12	41	43	44	41	48	2.0807199849765747	2.246571985354647	-0.16585200037807227	0.376	250	0.664260176548687	3.4320301353971444e-33	250	0.6754250968763873	1.1673645929983074e-34	250	0.6332558827331873	1.9947834596244233e-29	250	0.6832462809295666	9.989435214186404e-36	99	0.3925099934873969	5.861256112138126e-5	112	0.5793935162525147	2.1880833665162315e-11	105	0.4417247261424374	2.392112957085258e-6	107	0.5123195294704965	1.6920509379356942e-8	151	-0.6662435413814919	1.005727693912128e-20	138	-0.6336780654117357	7.343974442063241e-17	145	-0.6262882861255311	3.6242007308923264e-17	143	-0.6439994141630757	4.091012223963603e-18	-0.02434196721333337	0.02434196721333337	-0.0797193207200001	-0.009456924337656006	-0.008957287503260539	0.008957287503260539	promoter_250bp	chr1	84143271	84144270	1000	ENSG00000142875	ENST00000370685	PRKACB	0.513	0.749	0.0724048	0.72124304400000006	4.7	2.7	28.4	2.5109619192773796	1.8875252707415875	4.877744249949002	4.877744249949002	0.8102070509233351	0.7960067791949573	24.5	4.672425341971495	64.35	6.030115330908071	0.55268607	7.256410256410256	0.2186572051282051	0.9792429792429792	0.947506752758246	0.025166480016708372	0.03198075205087662	0.1169090701341629	0.08967308127880097	0.018316479802131653	0.061236798763275146	0.019651923733949667	0.04466347992420197	0.19871440422534944	0.3364063992500305	0.20934744846820832	0.8373897938728333	0.016679976719617844	0.026530045792460443	0.16001366910338402	0	1.890072120666504	3.282858222961426	8.643358819074786e-32	5.148757181325778e-5	1.8798754008602482e-15	both
chr1	ENSG00000162552.15_ENST00000290167.11_WNT4	-	250	4.2741053064	3.0027231832	3.1997795916	3.4922026937333333	4.1975219936	2.974632116533334	3.1802889004	3.4508143368444446	-0.076583287324952	-0.028091067014066665	-0.01949068349684	-0.041388345945286224	4.335598586666666	3.0533248292	3.253382124533333	3.5474351801333333	0.199569849642632	0.12929436050233334	0.12669575709036	0.1518533224117751	81	30	22	50	87	16	8	14	12	22	65	22	8	38	65	2.9556919924914835	3.0008839924931525	-0.04519200000166893	0.58	250	0.622694257905768	3.066439129821248e-28	250	0.5889812435780709	9.7394476401979e-25	250	0.5057240212506853	1.2248738797679464e-17	250	0.6195374676493244	6.801770296719085e-28	112	0.5379896936447199	9.52153933634803e-10	114	0.4316512227026161	1.6264676150542118e-6	110	0.32704779668013606	4.878570746118166e-4	111	0.44654626400485264	8.992827903277632e-7	138	-0.6335692348386831	7.461191017808446e-17	136	-0.6747171442763931	2.13939338783078e-19	140	-0.5610260091322482	5.614277680335682e-13	139	-0.6767443854476349	6.006555808066639e-20	1.0822164621333332	-1.2822737574666665	-1.0822164621333332	0.07027548914029866	-0.07027548914029866	-0.07287409255227201	promoter_250bp	chr1	22143098	22144097	1000	ENSG00000162552	ENST00000290167	WNT4	0.695	0.821	0.05464701	0.620082989	0	0	0	0	0	0	0	0.9293506493506491	0.974162308396448	1.5	1.3219280948873624	1.5	1.3219280948873624	0.641044024	2.3793103448275863	0.05736748275862069	1	1	0.1721360200595856	0.3496508212685585	1.828642551124096	3.285365356206894	0.6403700203895569	0	0.07091070039272308	0.03431641082465649	1.401719099342823	2.1697913098335264	0	0	1.9501216459941864	2.3223734254837036	12.193033179223535	16.45663983607292	0.15691326947212217	0	6.725979141984215e-25	5.902116383892332e-4	7.294532989196356e-17	both
chr4	ENSG00000249242.8_ENST00000449862.7_TMEM150C	-	168	2.5764799178571427	2.033224851785714	2.132847919047619	2.247517562896826	2.4977554448412698	1.9826410337301588	2.078467941369047	2.186288139980159	-0.07872448788188492	-0.05058380411968254	-0.054379993251559525	-0.061229428417708995	2.660844499801587	2.0923962892857144	2.2016353047619046	2.3182920312830686	0.2474536436732738	0.1689266941157143	0.19195475260141667	0.20277836346346825	91	44	60	67	99	29	12	20	22	31	62	32	40	45	68	1.517833338595838	1.7849761968079425	-0.26714285821210415	0.2857142857142857	168	0.599948695563945	8.414730068901866e-18	168	0.6182184072848929	4.332437094267345e-19	168	0.639091514640846	1.1429460183480252e-20	168	0.639157875706052	1.1293087703392424e-20	76	0.35828181500038225	0.001483615163257208	75	0.4666299707701513	2.4448863557784543e-5	78	0.4704529006100635	1.3845454282384576e-5	75	0.4688469170914435	2.2096598292289033e-5	92	-0.5847419624690621	9.34185016590052e-10	93	-0.6173439872601009	4.382403726678888e-11	90	-0.6419353230051009	9.211026570366033e-12	93	-0.6323535475873231	1.0559517649445857e-11	0.4592091950396826	-0.5684482105158728	-0.4592091950396826	0.055498891071857126	-0.07852694955755951	-0.055498891071857126	promoter_250bp	chr4	82561989	82562988	1000	ENSG00000249242	ENST00000449862	TMEM150C	0.631	0.922	0.01471595	0.548013377	0.2	0.3	1.2	0.2630344058337938	0.37851162325372983	1.1375035237499351	1.1375035237499351	0.9258084772370486	0.9302228740064816	7.2	3.035623909730721	9.05	3.3291235962915664	0.557043519	3.3	0.07838425	0.945	0.8797183132530789	0.036063186054229736	0.044707778811454775	1.2877248493432998	0.845601592540741	0.8662010018825531	0	0.09444083379268646	0.053149488985538486	9.40952484062314	23.896594104766844	0.9147667373120784	0	0.5421148671388627	1.4014480104446412	17.434634361237286	33.41129772758484	0.4497663644313813	0.5315272401571274	2.20821336392323e-18	0.004681122392655054	4.1946943709317394e-10	both
chr10	ENSG00000148584.16_ENST00000373997.8_A1CF	-	202	0.47303194905940593	2.1909704478712873	0.23582598707920793	0.9666094613366336	0.47649466836633664	2.0748165245379537	0.24044201472937293	0.9305844025445544	0.0034627213479356436	-0.11615393521653464	0.004616025073984324	-0.03602506293153823	0.49665253834983497	2.229686707739274	0.25564609004950495	0.9939951120462046	0.04377845940525248	0.19358646003920793	0.03502417704436716	0.09079636549627586	1	45	2	30	48	1	6	2	2	9	0	39	0	25	39	2.8916336661389117	2.9718019822612405	-0.08016831612232889	0.4603960396039604	202	0.5785865142021996	1.9143550103196994e-19	202	0.7339788164522102	1.9027317727140207e-35	202	0.4361995052593121	8.639801150769044e-11	202	0.7333134293527759	2.3528180161110908e-35	87	0.5306420898077736	1.2453025028389026e-7	86	0.4531050903522816	1.1830059892039143e-5	103	0.2762992281418069	0.004726224305148216	73	0.4621067937903464	3.861833119801244e-5	115	-0.4518261624405924	4.007440543321364e-7	116	-0.77467670687624	1.952983566546837e-24	99	-0.27290139138340463	0.006277384328618395	129	-0.6380716801133715	4.189987140844576e-16	-1.7330341693894389	1.7330341693894389	-1.974040617689769	-0.14980800063395544	0.14980800063395544	-0.15856228299484076	promoter_250bp	chr10	50885628	50886627	1000	ENSG00000148584	ENST00000373997	A1CF	0.825	0.935	0.01649992	0.524166933	0	40.8	0	0	5.38543103719352	0	5.38543103719352	0.9876729559748428	0.985692137533215	0	0	0.2	0.2630344058337938	0.849461889	5.571428571428571	0.2003825	0.9130102040816328	0.7623597042640539	0.019664084154367448	0.03313925568759441	0.05634089985489845	0.07476680123806	0.1264349889755249	0	0.4434727108097076	1.507539886534214	2.8088361876010897	9.258526817321778	11.869494124293327	15.70365083694458	0.016724389833211898	0.024019153293222188	0.17971804350614548	0.3854833877086639	0.5625130857467651	0.44008156180381774	1.3571838589600808e-31	0.006839326888147472	9.69226685287612e-14	both
chr6	ENSG00000237441.10_ENST00000497454.6_RGL2	-	250	1.56645007956	1.4905743852	1.74316225252	1.6000622390933332	1.5431254091333333	1.4705704403866666	1.71883679664	1.5775108820533332	-0.023324681192138663	-0.020003942441440003	-0.024325446165453332	-0.022551356599677337	1.6318231191333334	1.5447804445066666	1.80071598728	1.6591065169733334	0.15407075051954133	0.12841606069418668	0.13943292426470666	0.14063991182614488	65	35	45	47	76	24	15	16	17	28	41	20	29	30	48	2.409087987824343	2.570851988031529	-0.16176400020718573	0.448	250	0.6230130354308951	2.827982503499712e-28	250	0.6217435275014586	3.9016619580415018e-28	250	0.6218342890498824	3.813098341487119e-28	250	0.6469936979392323	4.850885667065361e-31	115	0.4822588162835825	4.831145845340793e-8	110	0.34301054876198334	2.4409970022240825e-4	109	0.4956138024223967	4.268486727542627e-8	118	0.4827952721038049	3.08155935962054e-8	135	-0.6342243688821997	1.4835636255501807e-16	140	-0.6461594668334452	6.621129083988189e-18	141	-0.5592179855533982	5.703308232367214e-13	132	-0.6046453834261949	1.6250976804205863e-14	-0.1688928681466666	-0.2559355427733334	0.1688928681466666	0.014637826254834674	-0.025654689825354658	-0.014637826254834674	promoter_250bp	chr6	33298943	33299942	1000	ENSG00000237441	ENST00000497454	RGL2	0.634	0.894	0.03911151	0.354335167	4.6	4.8	8.2	2.4854268271702415	2.5360529002402097	3.2016338611696504	3.2016338611696504	0.7526999999999999	0.9428482230077444	9.2	3.350497247084133	0.4	0.48542682717024166	0.479163847	1.3615384615384616	0.06114080769230769	0.4885897435897435	0.2774661625904842	4.866429187622071	2.819429828643799	69.83797822761535	54.9277402420044	30.79614381980896	29.947063444137573	1.2295717620849609	0.42847139143943785	30.35427620315552	52.80487023925781	23.91873057627678	14.275230889320374	1.969002055053711	1.286801637172699	71.46605235671997	59.27875845336914	40.0771350982666	28.300520626068113	1.0493072058570758e-27	6.876396992347914e-5	1.905511087069711e-12	both
